id,roa,stake,luck,blocks,pledge
pool1fl0gdfcmzg4jf3hw839epdteuazm23nff44vddap00r0sm5gvvk,1.204,133295207546,0.994,0,33562087977
pool1yz3fnqnsqhqpkc2tjqn4dkws8nnr8a5kcs50g780nh0wk8tgnp2,0.765,209568669476,0.905,1,1145101210
pool1nfsrjxsgwt9k6zsp8eg64wq25z9c2gqmqx6gqnugsrraz4sa3a8,0.0,121126536052,0.999,0,100018168863
pool14yezww4csqq4ny9xwl45e3vckvrd7rkw2j4f350wl2mqqw6shcf,0.0,888470669,0.855,0,503421919
pool12e8xz54gjtcz6dzkhua9uq9dp23cqcmf6xc4929t4ep4ketccsm,0.0,29138788321,0.334,0,6403471352
pool1ghsq6nqsdmxxep9jrfml0j6jk935uhq7d9l5a0ltllev7nk2fa0,0.0,29568124055,0.982,0,29568124055
pool14g73qj0qz05ymqg7dp9kxdu8jr7uuzm6z6n3jwxpvqskghhmhng,0.0,237829882025,0.832,0,137496974272
pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0,4.1,3442972842904,1.135,3,12457209329
pool1khyv2zj3asyhz76a4r2ky42sdxn3gqu3lcyw3sj74trmwhlc5ud,1.115,943565317374,0.971,2,86829388288
pool1vafsg5t78rnx3qr3fv7ys9h50pnvxqhd4l8tj629l5zk7tc39ch,2.709,19578318153236,0.971,18,178417174617
pool1w2alpqttaulpukcrz0j902kk8wmq68q9qm50c6npaypk7yypy5a,0.473,515635677797,0.93,0,22104178036
pool135h773klt7djljmyawkh88e8qc457wxqfhc6j9h6y9n4y3sgh7t,2.665,9746192429776,0.986,11,11872032084
pool1haus36sw7cwyg8jdeg882mentse5txac7fmeew8ketuwky6q602,2.397,42156150989976,0.945,23,9570157800
pool1r9qyjstrc050njg8lm7wxy5874mgu322vyljntdsm5qgxvjcewv,0.0,63444866264,0.835,0,9829592
pool1nusynxpeg9u8ea7s9snmc7cf25apfk0guzdu4dwxz0uwjr378xt,0.0,16118970236,0.268,0,6978731560
pool12m7z9p7jqymxrvvp6z7vmfdu6j6u6y43p0m6y4xalz43sc8s4t9,2.752,35211382080126,0.971,26,50170380
pool1fyp482ntshhm9zfz4nv7pmsaeakscf5mnuzcxuvtqf6t56fc7l0,2.836,14583721094398,1.0,6,15526381340
pool1smfwu5w54mnxea6dg7gwmkk6df8jauuf4h2x0cqew3dk2lgln2t,0.837,676850280225,0.855,1,1682333293
pool1yfacynd0va3rw27tjldfz05f6hfjhfv36wwdhn3dy2hfqq00w8y,0.0,233358119557,0.831,1,53652784396
pool17wsk3ww9asev7kfk9ktfw2cxcq865jq2l796aue66xldwx6cy82,1.402,498268723059,1.028,0,316967704004
pool16zjsdvuxa39w9k48c9ds7sne4c9lhclmmcly53cdat4nu7l36f6,0.0,2004653126,1.041,0,100000000
pool1w4k38v33hm00f488leycy7x4r77c6zgax2w30whtrkf4uh9agpy,0.389,213823555708,1.022,0,158252731872
pool19wypxkajsrhk9cce8me6yyp3cx2yvq3823nesqgn8d78ju8crwq,0.0,157343705095,0.67,0,38251892020
pool1h0tfxrhgvx6g730dunefjqn44qxxka3hfavjakuelsa6y7k0e7v,2.987,209117018971,1.005,0,15733367344
pool1rvu72lt2j0z0qjfzlqhccvvvu9v7hju6hndtkagfzvvvjgy6zds,0.0,2685388399,0.86,0,2418200636
pool14cteh4nuwyvqadavujaf8qy05g208y66ddmct4vwlzurj0zluet,0.0,110478333544,0.866,0,1148290062
pool19r33az023gn3n8p2x35hq00j2dxc8vwln0nanpcfuvc8759cvkz,0.0,30648988302,0.889,0,25084580674
pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,0.96,2210603300435,0.963,1,51146664517
pool14f0uj8vghxzs09p3rzvhlur0dnfwylxc67whaz087srtjjrcjgd,0.0,643519006966,0.893,0,2731152924
pool1zy0mg8thm4au4cqaz5gz4ah9ms6894e2vqkl9a6l2uq4vas3yam,1.026,248027953006,0.932,0,7543452212
pool175gxtzacpcm90adjpvlhjmfpj4ft2a3zuqsgm558hf3q7ra2vf9,0.0,13873093265,0.975,0,1254578699
pool1533ly347ggl6je42ta7l7dv262hg07n8p4y8v32npgvajl6rxqz,0.0,38339371750,0.683,0,6399957727
pool18xwr0zysfyyxsva6sta7alezd44nsa5nasewmjxweg9sgqntlxn,0.0,22379648247,0.328,0,6621150050
pool15wwz2tj30xjerxstwjezhlp8nqqu8jyvxp0h6dj4kzdq6cgv3gv,1.242,156652437650,0.749,0,25259480930
pool19clgr0yxjs8pqmlsmfzu6hg5muy5ws2rze5hlesg0v7tvyhcgxh,1.778,128497717250,1.067,0,27110902273
pool1j742gcsul7u8c05rsqmkgpkvj5qadj0pew69nctu6crqy9wjjn4,0.4,1610435219283,0.932,1,94884427488
pool1lqucyxuvjktfmpf7fd28j54cfgamyrxed344vnwlm9wqkwjeqwk,2.446,22900655203498,0.929,23,8290727633
pool1v675dnkxjfz9jgct00tskyyuvsjgqj50d27c6wz4a5zr6gj4s67,0.0,169782614429,0.911,0,169675529687
pool1qa2h3hha0m5he0429ym7tqvsn89nsddvn7wgkx3v8g6hsstdzc0,0.0,118323402131,0.963,0,101884650886
pool1t43xjt8x0p49tr7hw3n360rvs9m5rdpflf76mj7hkfe964tsrlu,1.883,433344626589,0.696,0,428278282102
pool1asfgkqtmjuusclgx72xpzvpw336gkulchtstsx9lsj9uqzjckv0,2.926,19652308243905,0.959,19,5297881371
pool15ju4ktqmtha9vry4mf44hr2psf807n4achj76z8uhawgw9462kx,0.195,856486024650,0.75,0,22033426357
pool18hpttrmc7v6nhjcywhdpymwzxv3y9kujzc5ne53jjdlf6hxa7cv,1.217,802328212727,0.801,0,35895393907
pool1ps39v4j035ejzrga2qt56cfhjuwx38wved8rd0mujtyh6r5mt3c,0.0,33807992913,0.719,0,32173632068
pool1263z8symvqmmsg876y2lzluv29am2v9fpzka9sf3nrhz7uwlzap,1.248,808765321282,0.889,0,120562451988
pool1v62c7d92xv6gyh4x9rhfpkwzlpw2ypxk92xvzavakg3xypatklv,2.796,72692196107923,0.968,47,5662472674
pool1nhlv5z2lsptzgcp9ype0mppc7zyndm66ypm4sw5hy27ewdchqx0,2.864,10320027070300,0.949,9,15011483651
pool1tay8z4sq4a4gmyhnygyt0t5j84z8epwjra06wq28jnnmschkkuu,0.186,9500900402,0.857,0,4204603453
pool1ec5lvdyd9dghpezzeqfzn48yvw34ff6u6m9tlh08kjjaxx4nxmk,0.0,35519472089,0.662,0,32895866249
pool1glxxd5ty7ldjtuaxvzj4t3ryhtdtuhgmgm6gc78dkxkzsfhljh3,0.0,24446627110,0.343,0,5905219190
pool1rpfj2y4vddj8azwu9977a63s2cjl374pep98l6dhuqh5u9jctj0,3.094,32739788889429,0.992,23,60968258275
pool18xmqj9h97tx245mzkz0fqlvas5zse0fzh9xmn9p6z77aj5jegsx,2.963,33205569843884,1.003,18,61655776112
pool1jrn3nlmzt4r99fh5z450nnwqerwljzn426ffknfs9x8gcqgffst,0.0,304306577402,0.88,0,37143127980
pool1hy08gpvzkutxkg3ccxwmkzqaun9cd0styl4dtpqp2yxq2rjxehj,2.908,32381683470286,0.976,23,1366149461
pool1ftfgs9lp0l4l07glvemrzu86pqvxrvzsn85lc3hathlq5ddsw49,0.0,36915758026,1.019,0,34119485702
pool1nwcu3al5vfm7t3dtvyuu4hlmlvezd05c5v386q90hlptks4mqw3,0.308,802387513422,0.699,1,532475675666
pool1jsala5rdc0hjewcvu9dujcz8jpfxp7hadqr3r3hzs63skhhtpqs,3.017,32735946812749,1.001,23,61195882748
pool1nll5ghr8cdkl6ppnxpuk6c6vrg9d5kq3tp8d6xjdds5pct6pxj9,2.995,32872388037522,0.991,29,61048869850
pool1ywwtv7clgpjs88ysgpcntc6gemlrsy4037eulquswmtlv55cuzx,0.223,1308215987116,0.784,0,1683051405
pool1yucv57dxpvan72dhpx7nnssavm9jeql9gswy08m4t59r6cshny6,0.0,15300913459,0.932,0,2248670337
pool1f89cpnym44rfv52jj88f3g20axraw4g9g7aglnqsgjl220lpdd8,3.037,32739712449675,0.989,31,60581589567
pool177ukluyy3tq6mphkp7kfpe6ku48rs8x48le7y23quee0xqmal06,2.967,32888047443143,0.993,27,61087031455
pool1me68mzk9kephj0yqya6xu9jefjvtg0dvmly3m9sy67cezrexalx,3.065,32844640753781,0.958,29,59245074369
pool1yuq5ck8d6fssa3ju004wn9nap3ll06hd60a6tau4ptj8sqhtgsn,0.814,289453699853,1.053,0,27914830714
pool1fzw8nfwq608cg2y690re25zg082taztprmkcv3s8dw7zwhlqmdk,0.0,1049003041,0.911,0,1000000000
pool1qgsylc6kjv29zva4w783fuyf9xxhj78ktgjlxjvppest5ya9pek,1.064,74453192365,0.637,0,29694470573
pool12ahcpgfgzkm29zajw8fgfqjma6ngsks7zdk4tr7q280pwfvtlek,2.921,32749727892364,0.999,24,61383963267
pool1mtxmk0skqkr5y0wxnxps4n35j6wn9q8dfr82y423vvlp53vccux,2.869,72778769293432,0.997,50,5710407755
pool1qlxxw3zlgx0kgv2cel0n6z3a6yjs0w8grwtp5xwna8fm2g5tsda,2.94,31444386196315,0.978,18,1160937317
pool1wvhd4nf6mar2x0zaek2te6lqkrckk9mxtjctezy878a3zprru7s,0.0,46043121768,0.962,0,5331404045
pool1fzc5ma5nwhfe8vmj3gqm7w9qf8qtrmkqfktnjgk2hq6uxjdnkz8,1.144,204261839597,1.108,0,25188693433
pool1456lrrp0a3gsgkmyx0rm8wkdmdku75tfdlu9xvpffvxmqmjkwee,0.0,158854140983,0.898,0,43087163520
pool17c4u37tjcjaeym0cs5mffvdkyyv74rkhczhnsgplef4sjglkwpj,2.95,32745918970541,0.972,22,59997377326
pool1k8mxlherc4vmfk9pmxs0rk27qmu3sqy0gsdck4gwduz57xsepak,0.0,2515776375,0.795,0,1142469070
pool139ffqrvyqu9sgsekk3pu9t7jxx872w655vses7d4q4sxxyd257a,0.0,82899072035,0.925,0,353943837
pool16vdezg50c80dhs78jhfl0gpqr68trtmqy40xplw39t9mgk6vrkd,2.886,32849834276852,0.98,31,60459015564
pool1ch3k0e07dhqwum847sa02cyecrp000a6egdx89fz5rza230jhlp,0.0,6296154407,0.0,0,5013264167
pool16c989ahn582z53azjfmregygfuc9k44u3q97wqgyn0zxuzp3dn4,2.961,32743008899619,0.954,27,59388359694
pool1gerlsm26qanj8wv9xc48rmmx0e7gvu3k5sp9tvy8l67lw3l3w3p,0.835,627116076168,0.563,0,31129571196
pool137cuaqqktk0rhh3a9zj4rchr75qm07pgzgekprle5qyq2xk2nzq,0.658,250286010696,0.847,0,100011011267
pool1vyy2d9r86mf4hmqx88uxcpfww89p2ee45s7pcaf9vxses0fn3ch,0.841,880340694867,0.828,1,146148310998
pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,2.963,32714998442149,0.955,22,58957541490
pool1z46azf72z9yjlq6rpngwn5syg5xup8jcwguu2t259ngl5cnv2ds,2.856,32845595196926,0.977,30,59980873795
pool1a4qtpgce7cu6wzc79fx7qrc3938hkl2gf8c2h5jugvm2gnu86l7,3.118,73044511961627,0.951,53,7479604218654
pool1ewgnsmk42ljf00wytawfcl3dcash9f852u5fr92e37wqxutyksl,2.593,34744630282530,0.921,30,60463921473
pool1qakys0fxx5p2fxcnsc2tyjpqa88q7qgtdh5t3a32hplv6fg25r9,2.194,8991385838973,0.866,13,15823151052
pool1lfsslc99da8jhj5apzctsnfm76kjc6ndyc6hnynagcj8xexvjsr,2.868,32715785847783,0.97,22,59788156462
pool1lyvg6ukqpumsr6wz0jvh7xutcgdtcyyde4wkvptzyl8rql4n3c6,1.399,539996497224,0.713,0,38124430693
pool14723n6gf5yu6k7rzst4c0c4ujql6rmypyr5v6z362p4ywq9ejw7,0.0,26093464838,0.434,0,6326542574
pool1qsxhnvr03tg6jj7cl0y74jd63n85fgejm8tlqq7ct7fexfygkye,0.67,239544918803,0.793,1,21801591130
pool1e96dkrs5msjuycwz4mf0kq6fytlz0x48mnrur5ggufqkzs2a4kp,2.945,32791825836369,0.934,14,58244382917
pool1aawkmkg7vg0x0vxaqh4gr0lwp4fekwsqrjduylx0et3tuz9hfn4,1.081,304484570926,0.505,1,133931807715
pool1vqq5mg8ccqemjr5ukfa48a767dqjsa7nas8xnpf7huvcz7amlv9,2.8,32722349780838,0.961,15,59637838465
pool1ptzl40tt9a6l2kp6fhjmzsg3t2maqdhwv6cnqu8kj6xgz3vw9us,2.831,32812264070270,0.949,25,58718546706
pool1rmpv0h0pecysach8tj06vxx9wku2pdm74mk9cunx759v58q0hu2,3.555,19252276341084,0.959,7,2400593867
pool1nwv3c3q62lqcdgp7s0jtl4xldgfnjnt0szkdclk4tzjqzv6kv7n,2.849,32697719236678,0.941,24,58484120520
pool1r5dqwfl3etjylqqsj8lzhqx4tz0nllkjf3sz4r0heke2xs5kwap,0.0,83768974175,0.662,0,106806203
pool12xxugucen5pql0ay70uakgqjaxpwfj6c9py8euyu4q3p23s0fyg,2.754,32742966025609,0.966,29,59509226794
pool1pfl8ssfunf32pe5dyntel7eqc4gutej3f9r70h8ss7v3vesdtks,0.0,7813988547,0.46,0,1735056791
pool134d4ndkh0q43mykqh922k0khrrkm7rlpkj834ju6kwja6dmu2f6,2.71,32867638027769,0.956,22,59439773926
pool1xvaagsvl9prlr20hvg2qv434yss5c88r2ml6n43wcpepxmw85lj,0.0,19983867005,0.68,0,3386335634
pool1trjvzzska2mnd8xjxvjz0kfart6cfsj232kk6ghrlnc7u2xyqx0,0.0,118707045047,0.698,0,118707045047
pool1lpw2wnj2vrc75fv7f4jnfzgkqvlrxlampz5nmduwve47xgnckns,2.701,32768551672015,0.939,23,58665288191
pool124hy9qgc0nhqsve268kj5r53pvz7ppg295q6r2d0sjxswchljf0,2.654,32868888878139,0.948,19,59003743199
pool1f4n4mdsv5ydxuc3y4tzgumqvfa8xxlyr8jl70qquama0ug2pmhf,2.602,32761798939719,0.967,24,59961017649
pool1vd3rfulk3x3k6mafusvrtnzysx9qkcgcks9an2alcpm55msk63g,0.0,37135046192,0.873,0,32750594043
pool1u2fuz3fn5dfphf0cu0sewm4rnera445avenggle9sl4hy7rjzgv,2.528,28446890536993,0.992,24,942241623
pool12a4mx8ztxg7dwatm6lmfm36q7eyygkt3y3h29tklvcp6vyxp0nt,0.0,25513350797,0.766,0,68129140508
pool1jqnywskl2n92fx65thtew8zlj3vqfrqxz7zyj70tt7d3qmn0m9t,2.87,31478759193427,0.939,22,56947011283
pool1lm89trd8cl36k8njlhgsemavry2jymnhddpvtk7fk7r7g4e3fep,2.677,32684488847072,0.912,18,57362362090
pool16fa03u6u85ek2q8lryqprngpahglssj5qqh66pfaxf34vgu5rhl,0.384,540859531930,1.04,0,3415849
pool1dye0sw6hv4jee7wemgc6dnxhaquuz7sxkktz2tpm2ekcsqyyj9l,0.0,1679949496,0.19,0,1009808451
pool1n75mtv5qwzquyq2cprnu7yqpnyg4ppagpzvcw6gk2un5vadg48a,0.844,1054481835774,0.74,0,1054481835774
pool18e63pk226vwk7j3khen2nsgs2wt3q6c7u3rnu7jzm9mtxrj54hu,0.0,94051807946,0.418,0,38615142128
pool1l8pvaam6f2wj2ank46uywp32wwapqga8e8utve3mgzzuxksc3tq,0.253,316116334472,0.824,2,63210786096
pool1wvezktuplgsgwxvccvaw6vyq3l8v3ecupe56apngyjuaw4jxg9u,21.468,38734086325,3.891,0,4092110742
pool1l7xwy6sswcpxcepf9m43sez4kwgrgxuw5ekhkavj3k2lv6njvec,2.477,32714736161849,0.945,12,58812425815
pool1lvgs6gdcgl3lgcc77wxmuyst8x4h9gxcth07pzry0rfsv5ntl3r,2.43,32820283759169,0.949,24,59202536620
pool1qvudfuw9ar47up5fugs53s2g84q3c4v86z4es6uwsfzzs89rwha,2.674,44635640990872,0.98,37,160360126875
pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68,1.456,945191937602,1.101,1,18097055367
pool1tcmk6at0dmkytxgq5j4u7fgsx9kytvfu7gz22lrs8hp9ztu7arw,1.953,7664337286220,0.952,4,1000029071044
pool1ww3v7euue6vkzstk2gm5r2s9jsnj9zgtvvscfcmhwfxlzpfgap2,0.0,18083506410,0.581,0,3394170995
pool1q5h54ekx7wwqpfz78y8dppyl6uv7rpyvvr8nhf4es434un4mpx3,0.0,10094484010,0.416,0,2015644521
pool1cvszqtp0yxrxu8ca8sttcatvdq62f8q9w9qzrtjxlpg0shd0y2x,1.589,496823340261,0.765,0,496798955336
pool1hjpax8lf2hmct63xxrspe9zzmmywcrzw89yg3nacu0axzy0latu,2.535,5183098103701,1.039,1,38343917142
pool19seeqvu6hfr3qru6kx3rp4khymssa82j00jfm3d6k3ua590wdwv,0.0,1091960037,0.477,0,1002996272
pool1a9u5zphfgqlgl0s9nvdzw2863a5xeahfq4jl0wj59vku5kv9ykm,0.0,3049664074,0.767,0,14480692
pool1yl46tklt9df02cf653fv74x2klucj3fc6mhm05n3enpk7lgxfjv,0.03,6375851381510,0.985,0,602855072990
pool1t6tyc9menh5uax38j89jgdyj0maz6e4mgx90n7xkcl7mu8fzqxu,2.652,31019485212333,0.952,19,57046099588
pool1h6l7mhtqqvkgq5hyvkrjrrwddulx7zc6mxlrsezsspymckuuext,0.0,58431652404,0.78,0,463832905
pool1quj6cp7w4tarq7hrcdsjxlgcmnunm2xvnpvmj20l9nplue6rjxx,0.0,271768058859,0.786,0,61500185779
pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,1.572,254837155058,0.997,0,10005433537
pool19k9grwq9cdswn4k7vxzmwcls24jj3466g4s4xr5vucehcqpslfy,0.722,416442411155,0.426,0,2203551934
pool1pg2fxvdpl9d8kdsfln3lvmwwk0apwvw6ykc5fyuc9jamgk6yvmt,0.0,28679053639,0.468,0,28679053639
pool1m3wam7j8xjahp5mq03rfkcfcy45kevzfyekmdy74x8ghgpm5cdz,0.0,122680092731,0.473,0,27712036094
pool122pmneflla304ptc7s5ws948u28zaek08k6hk3fmw8rgkzmgect,0.0,10731452089,0.0,0,3150651545
pool1g50v6e6e0dpmt35lllufjnpqmdklsm3nrshzw4z4advqqjxfcpx,0.0,74957285847,0.195,0,2616256829
pool1jc24u7v5xsaw9dw6s0vftjat8ssc8ru4c0uhrj8zpm3usnrp03t,0.0,48158502410,0.0,0,3002007384
pool18yp9wal36lzzw34ujcds8vtfpsndkzq484zcm360evp5khex0l5,0.0,3906738239,0.0,0,3000855561
pool19zq3agzmwlntq9vygnzwe2am39y2hsdadd4gasmsm2tk6qn3suv,0.0,2883003392,0.565,0,1747289993
pool1kfu02878dsz2l2pml9r42fvh32l4zn3msjvgfx077q3yx2xgul8,0.0,165388589956,0.643,0,33711322799
pool1j4nkshfytq8tww99ttfwvrmv8n7yq2tvuw0xlphelzzw6vfghwq,2.208,280937256211,1.429,0,11143430390
pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,2.401,9098762056830,0.991,10,10118359
pool1u53apdhreh9fjmxtrctx3kezhjduc4m2f7cfd09yd7p6jkc6k2z,0.0,200339402544,0.658,0,65528027925
pool1d5lk27jlkaj6dx7ndexjzmdqtt5hnnpx5224awz83ye0v28ve42,0.0,6673245630,0.55,0,1569979638
pool1n20x3spgcj72k0azl85gxt72qzr2eq7sr53tlmwdg8wrz60ynzn,0.0,95499972510,0.674,0,59670629726
pool1tx6e7gewsrcceejwpa69vrhlhay6862amaks095pmw9jxulwhvx,0.0,26502774969,0.767,0,456565761
pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,2.708,10099634253977,0.971,5,2368632504
pool1a9xyvnnfjnujzy0n2mpf4rztdwrssraw5p5f06mqlgn4s06z0nw,3.185,341478516301,1.0,1,6015666254
pool1d85unpsumsxmq4kfvy0prju3n983vp3ajuavmt2r5tyzw2jtpcw,0.0,15136079518,0.435,0,1124429384
pool1cl3fhy6me0nf5jnxahk997r0529aumt967kw4yml5vraq94mdk4,0.0,51207925463,0.674,0,33501481433
pool1d63tmq02tgtk7yd6g62p9h44w4xqdgz9y8jkmcrztfmmqga540m,0.0,65192212239,1.124,0,25774909607
pool1pqdgdhka8xegl8y3lt780n0v4p9yl5z3vdh6qqs4vdlvgaujaxu,0.0,21704831417,0.0,0,2221011939
pool1jm84g92qcju3nvatf5fvxxw9n09pke3292jh3tv82x2t6d5zynn,0.0,87132560182,0.642,0,76023650767
pool1t93hrmha847r5gqazttyg29c9fxfv778w3kc5vf4q7vu5g4ec0r,1.165,67592102923,0.891,0,66628041851
pool1ns6veetewra0zqlljq36rwt4g3d5s0lnvxmzmx82epph50weacy,0.0,2141065397,0.0,0,2029114459
pool1sy86l3j2aumxgsvp2nmw4ukuq2tc7drnqum9z8796hxnzksde4j,0.0,2399203983,0.0,0,2134769905
pool1lp9pugfvyrjt8rqj5v02yvucchzj27tlru9kwl7nj0fh2mjc5d3,0.0,2015436881,0.0,0,2007615582
pool13wd88txwe9xhgld7hf6v8kstppcexmqu6t4fhxwx5zktz0l5nxv,0.0,6728888315,0.0,0,2157171288
pool16v0jqnz2zuqsdrf6z94ec5rx9ds0xeghsvmddauzt6j5w2u7lsm,3.306,10624196092022,0.982,6,4136776828
pool1mfgqn8n658vjdcvg3xgtr3qyet64fht0dzsukqeznxw36z8g2k6,2.321,2126256391576,0.944,2,11623649044
pool1mw8jpnmxd22vw4h68uqw70nx24vfju4aav9rznesc4vnjnt68g4,0.0,10041909738,0.319,0,893916169
pool15uuf0sz5w0kp50wmflxml8ffnz880402nvj54e40e7l8x06y5e6,0.0,143612995518,0.312,0,24124751914
pool1t94qdjkuu5qmtpxuljrnsvjdctgf0sr6vfu34eqseztajsxhsw8,3.104,11150693672286,1.053,7,55336371420
pool1svv9st22dywp9exwsltt7cdc4v2dyrf4zls00jesv2lzvpz45jh,2.159,1957638414445,0.998,0,24756164364
pool1z5rt6kn6yvuczj44qla73mfyln9l55lw0jkz6x4kjw00u32zec3,2.716,40784742262766,0.953,33,0
pool1mg37s4w4uzsmw27nsnz2mwfll8sdawngvy3n657t7nd0yjcd77e,2.298,6825161070689,0.971,7,7763556763
pool1twu4rn366744tqq9g66ruy3rete6842z7nnm4vy0q5jaqd48867,0.559,923407955774,0.969,1,11118004283
pool1wehqlvg34f3cpn48fa93qhnfkmxf5v3lxk9ymzukrm3tgxq34z2,0.0,5434526664,0.0,0,1201563676
pool18s9snlm9kwex29wtgjjpkmwcn8j3fk3r22dpsehtjyqs754l70q,0.0,1144261915,0.0,0,1144261915
pool1p693mkpyjphqedgje9sx5k8dzaqsusmw99vh26gd8aszjzkajt4,0.0,140823285190,0.513,0,140823285190
pool1re05a679dfnjdlfk4uhcwzem6c4jqneu6xekuvhg54nnwuat2pf,0.0,5712097683,0.0,0,1102233474
pool1dv7t03e8yqmcln04pyf4tygh8wtnftat32tv4jul2zzjsk2vggr,0.0,6499360076,0.0,0,1002623150
pool1zqcz8zt9v07ygj06zr28lwm85s20f6w2qdcdltjyd0wuklydqnd,0.0,7890279517,0.0,0,1038414281
pool1x7pvy3wt79xu0k4u0ef0c73treazhkdw3786dgh0yfac2r3qhnk,0.0,3362440323,0.0,0,1009374628
pool1es7867e973f59y07uwn04sylwd7myrv49q76e3jqp4a5ktvzpeg,0.0,2105657763,0.0,0,1002816010
pool1tf9e29shjqn9wcgf59fk4yrjqw2gq97wlkdqe92z2ngevhvkllg,0.0,3232101916,0.0,0,1007279271
pool19t833uyjq92aajf5f7qd9w3jcnyq78p4hsx0fn63aejfjtyn99j,0.0,1084589756,0.0,0,1000801455
pool18te4aqp0umd6xunyps0mlg9tzk4dcjh30wgntqu8kf2n7k3y88f,0.0,1000833986,0.0,0,1000833986
pool1lwp52dj9762g7uk2jk3czwywxqaa4753v7x2v56qr5l2znkky4h,0.0,1000713424,0.0,0,1000713424
pool1zst2k3wnmtq69vqzm086q9m7v7dn3gpsu9fgxy2vasew6l8nlt0,0.0,1097230020,0.0,0,1097230020
pool1zcdwn5z04gw7m0n7qzwx9gqn8a9l3wfcvejc3wrdxfuhc88usua,0.0,1032231161,0.0,0,1007477141
pool1lgves5hhdt5h6jzy7sf57l6gq9x3csf5w05ymv5zq7a9jfwn7kk,0.0,1001425841,0.0,0,1001425841
pool1233gq8vt6nzytuw60sr9gy2jmehc88fpglrjrzsd8kys5gqelgg,0.0,5001953834,0.0,0,2149219284
pool1k3mtxd2duy4848gx8knvlsas7w77f3k2cplwk6hjul72646fjte,0.0,1002437424,0.0,0,1002437424
pool1qm656ca3pdnu3gfetusmslva555j3m3efaq5u44sgpdsjn7dg4d,0.0,1008551601,0.0,0,1008418929
pool1teppcwacpq79a62luws4jaxqmhx5vxqu706362e9ya88wjwj5xx,0.0,52758770106,0.252,0,51868648173
pool18q92uyx3973u3qt64nxf8p7us58gwkytrn0c3ed2a99s5uc9usc,0.0,101755827403,0.075,0,101675061005
pool1h8lmq958aw03yse6dm0vjrvq3d6ln009r2eyjhf834mjw9x33ng,0.0,69002581317,0.435,0,531391876
pool1c45udwv2kdjcth5fvnhlklsz2tutw8spl9tcwnfw7m8cxl8eanm,0.0,74597368355,0.057,0,73448819064
pool16az8esp0qgrt3vwnpqmn2n2z3h7nexrhm4qn8xrr4sds6tj0dxa,0.0,784476660,0.942,0,540716732
pool1qv785q9wx056p7ngq2ec3n86tj5kx0t3ygcug8zx3sknj038rsd,0.0,313140469817,0.934,1,16703844670
pool1les50pm26wpf8gym7cda470xgfswukzhyykvhyfsfl4dcu2ezj4,3.367,7770811891478,1.072,5,82891316721
pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6,0.0,1466007557910,0.0,0,100207290487
pool1tf73xqv234ye2crduemjpreuu4efrdfmpna3l9dwqy2uycvee9y,0.0,93405199106,0.183,0,60112158839
pool1st9xr6arqq8f2hjsdz6urxejjwzpjkjceatnjuehhr9xuq6k4eu,0.0,645079510,0.0,0,627877762
pool1z4d4s883ul7h6vsrmg9s3t64df2vcx02h8tqtm8sq5yqw62pu44,0.0,1346753281,0.0,0,598620245
pool1khwvcz8jz9auk53k698ywgr6ams27hrz20vnwqx2d4xggscp93f,0.0,1246107865128,0.0,0,25097800000
pool1tyfdyg85t50lj69ehgmg90e4xr6y42he6pt8pvmau8v5x46fy67,0.0,3002909901,0.0,0,507624954
pool1nx2g7dzc90uu47e8kp057r59g8z5sz6v0x76wsph8xpcqzqycv7,0.0,1037643044214,0.212,0,1022937125506
pool1eh6msmm3v7fs90lapzem3lkpl4sn2dgtz4hfvnfmqqtxya3k8yh,0.0,2742203972,0.0,0,1876917677
pool1xn6rwtc6m7hnf66006uk3r0yp3yt5cq7u95esu3xg4mk52cva8w,0.0,500624074,0.0,0,500624074
pool1w3ewp9s00evj200lnhwsy3dkn2yf3dg7zq7apj26a2dvv5r7hpg,0.0,515476511,0.0,0,515476511
pool15jglqzc80vp83806wpa3rae699q32sxwycjmztkpy6h92p43t4h,0.0,502251844,0.0,0,502251844
pool1tegyxvyvya2lsqd7w2nna3h63ffdq85l0v8tg44yeak77du8zxd,0.0,583646133,0.0,0,583646133
pool15jc92k3rhksa3uf92sluqhhnnetx04l49xttslx67kuxz5e36e4,0.0,5945337088,0.0,0,2515619759
pool1zx909vz9qe73avvpd0y7qqcwz8fffvnup6yuq2e8hql4svk9xr7,2.903,6191029336438,1.025,3,14975458417
pool1u2j98kgj8uj7zr7g3deuezfv7hzv3ercnetxd5c9ppjh23x20qg,0.0,26298199599,0.694,0,21788923024
pool1uh4uz5n5hgxe2vh99aherx64k9j52vftdlylwcr3mgk3sdz6vj4,0.0,59166235962,0.605,0,29134943854
