id,roa,stake,luck,blocks,pledge
pool18heqrjtge2emf2hes4mdxkr76y99zztkqk4qtjr9dul0vuur0yu,3.248,1711380995537,0.999,2,72415309916
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,2.861,2252685396376,1.012,0,47830631968
pool1vqm5n5d503uumuc89s5y4wuczrwe3tlgylt2u2uj7y276avr5pl,2.055,3019130049636,1.006,4,40014016333
pool1ezh8sewqgzy7267yvy0jssz8q7amce37x3dhmfl22j8lwz6wjrd,1.913,1844726558780,0.998,1,103959982078
pool1dv7s5fn4m9dee8ncvx5hktfmsnx6agydhn798rfdqjazuwr84gc,2.484,2211828466361,1.006,0,1768626192559
pool1grz62pdyyakffeymsjxpkz4x9382y3zhfa8zu28tk2fpqxm6p5l,3.062,744739190133,0.98,2,30578393838
pool1ytszp582dm9u5un6mevt9czgcnuqhflwfr9ly4ukpeqcughryqh,2.696,4771681680777,0.913,7,832135627566
pool1r8zkh6zns7rtpvwa466qf8a0dgqd7r9zmu27qkcyw25xv46y97s,2.344,4931732950789,0.922,3,74623216944
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,1.576,2917006138075,0.957,0,2326744256134
pool18r2y72aue5nmv489xtnfxl36vzusq95qst6urd87yd5hgzms04c,3.321,255274912315,0.986,1,27432920417
pool1q9049mstrv5czwyylpf3xen08pmvsfsgtru4wf3zvc9uxat2sm0,2.376,6622002455682,0.879,3,50040072584
pool12wpfng6cu7dz38yduaul3ngfm44xhv5xmech68m5fwe4wu77udd,2.161,2337749403012,1.021,0,56856047863
pool1nt65pu06tlggjeaer8862fdju98ddrrxa9wnw3k4lhfvgrrgt85,3.276,4174575226547,0.923,3,25018871166
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,2.178,3259171449037,1.009,1,50099364876
pool1c2wa8326fulnkq42uerra78pue48pdwsqru2dhp5xrhsgzqmlsc,2.56,3845470033051,0.977,3,52882168364
pool1gx6eawfvnhckevmlzhfz9j3uzj92j2wgww0mdd2fu5d4zd4wvaa,1.446,2709952868350,1.023,1,103022779383
pool1svszcjg5xaxt5mq7ue2llm26ndt74dslvev04g6kwdmvyf0t657,2.668,6424937241941,0.9,6,119278237856
pool1f8erepj5w5nth5xfxgxnwpz59jzywt6zdwfr50jzjwfwksmg9ek,3.0,34440692534406,0.965,25,1008522850
pool1gplusrfxc087ep94rata3m02qpyqa6a6g4wezxf4fwwnczzyg3l,0.0,16003165664,1.795,0,15401310000
pool15j6hdfel6c6zcr8gu39qgp5xkrs264yn9hm8ynhaydjtxvmznxq,2.787,2914040052605,1.017,1,21834250587
pool127gdv243hfcrapslaqq0nnh64u2gts72gtrt4888g6g2z0zsu64,2.234,1699291082437,1.022,2,103206586383
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,2.236,4163339141208,0.984,6,43664480565
pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue,2.558,6133931217738,1.055,4,55708035621
pool1hrfv7z55k4m2q6ghemu56r3zkw7dt5wd5xay5yw7an7p7aw33ac,2.846,72700384526,1.084,0,58461484333
pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,2.162,4180921005539,0.998,4,1242724251445
pool1j8grqucdwwcr0cwzxrtw30vqcptg0jdlrmauq5w7ytvqx6nf5np,2.957,3101705566954,0.912,0,284726710334
pool1prc9hna2mgamtspchrygc66s9n4tlkvh39e3t9zccef4kzc3ns2,2.527,6403737702456,1.019,3,3284004577530
pool1tdvqgy6mq7lx7d345e276xmgmhh3s4zj8dzu6xzq5m7rx4tzkg2,3.116,58538402376964,0.991,41,10421850771
pool1kcrr7re05pwesye0zh00a4xxnsrw5c29rd82fn4qecdcqu5rue3,2.917,2328887351104,0.973,2,180337971344
pool1qzlw756y0z6ehg9jkerrfrydr7qlvzl5pgset33h3h2akst593a,3.498,14005953802114,0.986,10,10001979702
pool1lhz4gsk5ezdl5s4mv2kxgrkhzzhad6me2v0xmwuyt845vensdlc,3.111,72404570113972,1.013,64,201601114458
pool19ygh8apuc2qz0u9kr4wj9qj33xhw70n7z286xll0g6ltgccuq42,1.957,1967304174143,1.041,0,147615756500
pool1axzm26vduyuxgw0x9ddh4vkvn7q5hyd558l0t9c08p556lf2zaj,3.028,49154744238442,0.97,26,11374206402337
pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h,1.506,3060275006056,0.967,1,33648075200
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,3.263,2169254770093,0.967,0,118893529637
pool1pnzwgsgzd6t4788sfr7dxjyusepyq9xaxnpyfcngewqf29t9ayd,2.512,6182986400201,0.967,3,152782329170
pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,2.735,37980838027178,1.002,27,95211292281
pool1xwqye6mlftwjg706acz5fjqz7gmf4qdye99zsjl03a4ru68ghee,2.05,2725813065640,0.995,3,707831922728
pool1jxv3my3c70e8pfr0cgm6esatehey2ml3v0qk8x236aw32eu0fcy,2.182,3324491354972,1.077,3,207739458648
pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v,3.073,1244654177156,0.974,0,223812723002
pool1sm2kmdn4f9rat3kl67y9drqcnnqc34zg4f4ufmnrfaj45gcv89d,2.405,1392975616596,0.99,2,149512366534
pool1jqssxka8hu94aj6f4w3s8l5m6juqmx0hk3ges48jfac6zngmkh8,4.753,99497637557,0.913,0,28991347356
pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz,2.241,605472923963,0.852,0,127457731483
pool1k6altfangsst2mmxg8a9wvg3dppyszu8ckfzd3uv6azgw3z2txy,2.177,1616481639704,0.929,1,300443364988
pool1vc8jhqtwjrjwsfk6a0enx47hd2ufg98c34ta6lvl0zv0uhpech9,2.111,1863144838045,0.939,1,96486231708
pool10wfvyl284h0eyzjtwndh8kvu36lqvptusq4nxtv52pmazpyvfud,1.794,2426829440402,1.068,2,175074447860
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,2.814,33327419605260,0.982,29,586518742
pool1ex7p88tnq3d6d3dsqtlc3632tp2t8eurc352mwf9phu3w8n3vz7,2.264,925839171954,0.959,0,83738159194
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,1.509,6120249876671,0.989,8,78188934194
pool1yet04d4ykpp7me8uc2jx2glxrx88kt9uhmv6jeh7xkmtu5zucna,1.986,987992291755,0.945,0,250977179447
pool13l9hxj5dke9yd8xrxtfdkxgppj4wdyy52k99jded9f4kv5ce7al,3.067,2483849310304,0.943,1,51417052360
pool1rhq7qyw4y2s80gstyevm6rhz2lsdsrcstawunxx5eld8csvuvlu,1.851,2571205190812,1.003,4,25041076998
pool1efacpnedlfrhe9sa6s4jzq839s5q4qdrl70em0za57xg6t38d3s,2.114,3652330759578,0.991,2,152261529542
pool1w2hc8xqzxpjw7dxwq65krmq79zswvvdmsgs8p04djwt8vm84qmv,1.958,1880270500448,1.02,1,397057513238
pool1jdhjfcu34lq88rypdtslzwyf27uh0h3apcr9mjd68zhc69r29fy,3.063,25498708925412,0.99,17,1002830907
pool1fu69ry8k9qxfque9hng3lxcq7g30pykg38mtahah8x4mzpgls3k,2.139,2501133326879,0.918,1,27157118045
pool1n4fq4gw6snzqjep3pylj8dc6aaa4xgn78gl58k360dqdw6a58g8,2.107,3557992166340,0.927,0,128120217427
pool1g5k0fks847av9zdayg05htnj8wx0ah7jmnwwqlt63rjdzyjr93n,2.453,218049727621,0.973,0,213088973070
pool1g3ssnndd8e7lcmstkjl9ane9mup0eshv3aklg63u5tznwl4ch87,2.905,64645424106304,0.987,42,3067599382
pool1uthdnav2zc2hxpg2hyeyy545lnxtl8lqdcdqxjm0j8t5srmyvzj,2.733,37760415513912,0.961,25,3022366253080
pool1pxw4z2m0lmw422hr32dwyy3uz9436g8p7qdmg2sl2w0m5pyk3yn,2.176,4411494489802,0.909,0,33184754696
pool1lskcfz80qg2kr2p6776kl9emjn8ulkqsqse7um7skz4y2lwa0cu,2.798,52922701866258,0.995,28,11854167962
pool1hmtm4mukp5gs7fgrp0k997lveh4psq9qpeqa6ldugq9nsfcdxmp,2.482,217004509106,0.977,0,97961204280
pool1yy7vaszhqx7h02rp8ey0p84yy5zv2r2awzddzceeaurrs8klzxt,2.696,515471338889,0.931,0,42427814802
pool19n5ml38q5uedy8kgwwwtlsa3p9tmfcef0lfjp42k7j9d5mpgs2m,2.343,573504950857,0.944,0,25007189128
pool1ferfwtmcjm9rxc00ugtdwrm9m042jf4xjvse6a8u5smxqt0pwnx,2.742,731800021073,1.052,0,597580148340
pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq,1.676,367052167597,0.933,0,258483821305
pool1mxqjlrfskhd5kql9kak06fpdh8xjwc76gec76p3taqy2qmfzs5z,2.936,44258824500684,0.979,28,5000552940147
pool1vxz0deezj5c2950e7arpzfqxzq8zd9kawsullrzjw5rsq0yhxgr,2.864,35075125107557,0.966,29,92883975071
pool1gqf605yxhmyfasdjhf8yxcesztgzuek9gfuvy2dnyj5cyp8zga3,1.665,1193458811655,0.977,1,25005862718
pool1telljurmr9xs4z4ux7e46m9rgyf042nhwqewyf5t97xswrzwvsu,1.742,48809499466,0.945,0,35059043866
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,1.14,4108451765801,0.942,1,63345690647
pool1g8w64u3sx9mrvhwrdfvysw4g4wnffkjfp5zds3ur6svwzdhwhx9,2.487,4030295611591,0.944,4,38344684160
pool1vtdw9ec95lw0nj8uk0sgf6ahy7qk2tfjz2faegea7wyl63ejtqp,2.839,855976583710,1.387,1,50867233213
pool1p2ldp00jsl5l9xpg9m77zavhqmw7amtg5nlf0jwudlu2zaq389s,1.136,352862995533,1.012,0,344526378938
pool1kffetqjt06qvk4995tz3e3q9h3c8cdq9eedrz8qr3ynnc63qckz,1.931,1358247576364,0.927,0,55539435355
pool1zwqrrwpr5zx7c3f4ukpu4r4fz5c2hkwx9vwqka5068urgqvpjzr,1.682,833471775784,1.077,1,40000000000
pool1udt98825znk9uslz4v05gh5cd3s5e4g0cd9c4gzhcfpd2j2xm2u,3.615,113657626685,1.14,0,33920108104
pool1up53z2kadt6l5xs359ckx477rpyvyg3favh25qrhqt2ujclpq3h,2.912,53713207911683,0.983,32,13411961759
pool12u28yewx8ycf6dj77lzpj6vvhjwp6veh6kxpc63h8fqnqqtlwmu,1.387,531171690786,1.044,0,91352738839
pool1f4rs6v0cpsqa09ueddp6hhl8xwdwtdqglvcuce26srxdwmzxl6v,1.556,2621026703413,1.0,2,200415352712
pool1gm4mcrf8mytfetsj6ykulrmv4j70y7fhceawgdg2h09t5rtt7cf,1.843,2187167038899,1.004,4,1077004089490
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,2.776,35801003268616,0.972,24,83377360797
pool1kv53mzjwqjp4aw48rczj8vm6hejwfnfwa634czyx5tw5qq3tata,1.466,690618481821,0.998,0,64852137410
pool1stvux7an3kp2p55na0p7eec2e7l66gqcpuc7yu9cx5242g4j2eh,3.187,306634594974,1.254,0,71853135825
pool1ea34czsr90yc63fmv4gj4tetp7ds7c4jhpj6vqg4yw40wvygdl3,1.874,1064357624157,0.984,1,25028186678
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,1.57,3338831555092,0.973,2,558336873937
pool1dqhaw0h2f4ehpdhh57quszcj22qhkglhg6yvaf39w3clxdl2kpy,1.676,2716340501464,0.98,1,61747151016
pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y,0.604,651544748480,0.985,0,129845316478
pool19k4azhj8tye5wwy5pfj7q6m938m8fg5nglds5dkhtfwnvcg3s0k,2.948,343846414476,0.946,0,39213592409
pool1qzz0flh92qkg0mjufaw9j2zk72lmvf5n2kuaslk4f8j4ze362w4,2.75,1107187313805,0.952,0,207704751015
pool1ulx9ennungrtcucslrpz93cze5fddlg96h0wwj83p6fpsrvgz2v,0.909,710617775334,1.048,1,334495718667
pool1afv4cmmjdkujtd5r9t63090a3frwwqy8f3e46gz003vyzjcj63r,0.0,1550639443934,0.939,0,325984286964
pool1x0qm7xsyh2za3ltprxsgael544je4hg8tc3q3v5gv232z8jt4wp,3.409,65899791106443,0.968,34,15038078743
pool156wg3relgtlhwu55z3wpqurtaprguefe9tzrakhuqyyc60553au,1.498,1208735075477,0.924,3,558585922531
pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt,1.65,1566261205238,1.015,0,71230806376
pool1tjr4zpndkvwkw3du3fvt59f5men6jhuevt7rpx6xw0wcct5kl04,1.03,1167890276956,0.998,0,117477835178
pool1nss40t2xhh7ntgp8ca73u2xd8kzyn3dgtf9jfh0y57kxul9zt82,0.0,97917969883,0.778,0,11291657147
pool1p5ja48uqc7pjnuqvwu7cgmspvx938qpnf4zqm0x2k0ngkh4lkjx,2.761,30381219344796,0.968,16,52621543553
pool17dag45ldepvckqdxvvppwdy4w8qczsz0awtutqyj2pzashn3ds2,0.0,1064656764205,0.97,0,65834490040
pool1caulv7s08g0jnptzdc69qycptacu7fzahny2epzh7sh9vhqz6xz,3.116,22015819924500,0.993,20,1002829501
pool1gha260s6hx855p49fc735w78p0kcp4hyxl8glymp5k5muk9jkgm,1.25,1322272289341,0.988,0,152345729539
pool1cuqnuz57puz2qd3enr9vtkcp7z92ge4h2ks6j8zzknztx3283q7,1.323,946446572204,1.039,5,42412365664
pool1lr9vvcf5r5jgkgv5ly7z2lh068ymzg4xmqk5f8pu2k23vt25x7a,1.603,787419388851,1.046,0,323578514268
pool18xysavc2dazzvc7xaqyh6t966zlawgupkdzyfc0yspt76ggxw6g,1.369,1771758170081,0.997,1,1213338590457
pool1n5ytegzw3enscfw4t8wsjytrz228agvm9c3xaarce7pgjzftdtx,2.245,171334131735,0.971,0,30513875432
pool1my7sevxtc4dfvj626q0ujqqukntfa2v0uuydq6wd8x8hvml03rn,2.108,261317163796,1.006,0,60362607488
pool13ws3wf9skw0ngg3aze482tdxqsnfmvf4vgy46cux599mxm8n27g,2.198,1220841118660,0.976,0,857389177759
pool18jrsaddmrwtrdycydmk3zv0fxawnv0q8xh7f6fyp2r247zz9tc5,2.056,1353918590557,1.081,3,44888236491
pool1ax8znp3yeeh0udrr2vvtm4wkxjldwv4mywycn573km7fu20y5xa,0.955,44488202876597,0.937,22,50006869846
pool1l8myd66tqjk75kh7uk9k8nyl20sd4qs33s4tzzn927ujyl7ahyk,1.491,1279045314852,0.98,3,411502853353
pool1qq76dtlr0m9g6xlvngzq550j86cgtslphyjffz3pgpn7wazatdc,1.156,268903490499,1.011,1,209766348634
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,1.384,1958839567557,0.942,2,257638128883
pool1n3sjq3qvu5vvcd6aud6ndcwq7r3ghmkafcg60gznlwfrk2ucxku,2.644,1537633314656,0.978,1,33984447615
pool1g0hsnjnt0du3kp33gjua3npncngr3yg4ak2zfdhd4zvmy6r8hyd,0.941,943417323427,0.994,0,471543164305
pool1lzupr43772kfux007sdt02vlx7uzmfcplrwmxntdztxmwv9myrj,1.568,714736512596,0.941,0,128032202837
pool194usk2h8vcq6yw89xs5asrvw22g08kcfy72xyfrnnkg6qrhtlfw,1.784,1915733542042,1.039,0,251108556122
pool1qznyv8g4vxv8ys05rs6dgtzutqc2z9gs6vq85vkn8uq8u0c83we,2.163,439804100270,1.061,0,326987692845
pool1csrtagrya4hc5pectc20s8s7am3e6vpdjj6antqzvn2lgmm5afs,1.238,858967492555,1.069,1,513147648635
pool157e2zadjusu6esf9mmx37nf63ep2gazdeln5mh04ylpcvz59g5c,0.502,538671264947,0.944,1,306170789224
pool1jezf7dcx26edfpxmpuh05yen64a9cj44xm2ggsapcxrtqewfek2,0.83,1562851631695,0.959,0,1088749409683
pool1fcgm2ae0j3rmvghwa2064rfxcvugwa2qt89cc4jwtj0ecgh8na8,0.0,37035769508,0.0,0,22367434153
pool15ty42f8jmnd5y3ys5km3y66cy6emnqfx6yfwsm6ral0zwrs3ktj,2.086,817901446052,1.067,0,69915849787
pool1k468tmpfxqexnwyf3y7e3syglyxzmuqggmjm3cc4gy3skmm557a,1.374,1272919903651,1.01,2,1145609949591
pool1lxhlu48gq0606mj6k20mh56zz804zf7narxvmty4pd3mgee65e5,1.214,202109932507,0.929,0,170600378989
pool1rzx598y7rd2ek0k4x557cnxffrtjuj509evyj53mk7yajppymde,1.987,41028264813,0.997,0,25039673785
pool1skykl3rncme7qzwy0t55wk258h4e4s9dyacrm3hnsya3u3k5vkw,2.657,164575288662,1.002,0,55881592275
pool1e2tl2w0x4puw0f7c04mznq4qz6kxjkwhvuvusgf2fgu7q4d6ghv,1.675,1049059923995,1.005,1,115500420261
pool14skj6e4rpjanzclx3fc880xnl8xafgg63tmw93t9xspvwx985qu,3.132,57518535691532,0.975,40,3002029584
pool1ha4z9zne9z7he43qf0tzv9pdq8cdj63xfrj8s246u89lkcwmq7w,0.636,264898864128,1.011,0,100008254024
pool1zfhww5y28t303z6uyq3w47pkhfmxww9dsn89vrxteplg2zjkekl,1.676,1164087418331,0.992,3,155500044324
pool1qzlw72zfwhhc0ptvzdpld06szu39x9mlm6782efy6sluz932fx6,2.43,6454243519005,0.967,4,10001967599
pool12f2r9xf4wvht030xwjhpjvy5yptr275qr2qcydnx57jkxyfzz2w,1.552,608876835822,1.007,0,386924679007
pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5,2.718,30674192930923,0.978,20,100830072616
pool1sfuspqv9gyqn65vwu6e27dp6ju7gmqmgsnasqp6zxp6qqlzlpfe,1.117,550466781533,1.0,0,36472676961
pool16knnvtezwzmgpnu8v03wht6y4u7mwfc7qz6y2yk62w4as4qymat,0.501,1211298361949,0.988,1,50360879107
pool18qddv82sx8p22uxzdrf0qx9lkewxadlr9ef45kpcf7dzz3n56qv,1.885,1018096257804,0.902,0,224808858543
pool1yemdr25t4g3ev038yn433dt58d8p52nee7kmcykjlhye6hshu9m,2.94,36199124113994,0.98,25,32055307096
pool1e8vr85ank99g6fx2r7tjel2mh2jyfppnqy6nmp8vr0arys65n05,0.433,736226174853,0.974,0,76915531057
pool1jm8s3r3xq4kpawavy096rqle964exle3lxwnpvx62wjnwadwd5l,0.619,126803627003,0.926,0,100659754509
pool1h9jr0f9evk3raxlljq6mt4gj7ej4v82afvnlc2wh28rwy2d8lsy,3.419,518816055192,1.309,1,17269656051
pool1c0xj2fa97zuz4phld87atg6yphz3hju409fm5xgnwuuvqww25qj,1.399,1801768951005,0.964,1,69527709781
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,2.948,29590046467196,0.999,19,90845726692
pool19a88drt8dx3wu29e85vcl96wjsjt9vlnlj5tr4ydjqq86sfa84w,0.577,1821632187287,0.903,0,1286072883776
pool1ft6jvmft8tg3lwzg6wfsprlex3ncuq5cnckwycavqk5q63jhrhv,2.082,1150367950717,1.041,0,28613463872
pool1gq7zwmtpnj7wufnv97xhx43eqhla3trc3803r3rcwppszc6vh9y,0.457,2913285125594,0.999,2,21115957809
pool17mr554wv653z4ttr3rydt5dsxg6r28ysu5mlz9cc5ax32gsleh9,2.563,458732191272,1.103,0,43995719743
pool1k3wpsc8q8za2qeptx5kv73r76hs5gvp59gga6ad6u5hnj3scy3q,1.003,80054073587,0.89,0,51730664532
pool1n2j7zmw69gf3weqp3wae234p3lykjks49c84mleqgmnmg4jht3y,0.746,122834858398,1.009,0,50104002307
pool1sghwg652uwe7ksmk5laxxft58j6km6prahvnddk3s6zgxek5qen,0.78,259932478290,0.922,0,110054302823
pool1l4synes9s3swlf5r5rsfpede3582r4km2wd94xctceyaudv9zx3,2.003,308127051708,0.877,0,37943631783
pool18p7p752cjnf9z8g70ygkre5cstwmgfatzuqm0tm3n2xf739j8k8,2.43,798646439018,0.887,0,86787566682
pool1llfrhf0htc528jcmp9dr2tzsjnt93y2gkjfjn5znjh9a79avwv7,2.306,304265825668,1.303,0,150000328166
pool1uhy50u9y76nd6z2xmzt3mta0yc7g3gdssef8lheyyg7zzymgzm8,2.924,21029972806376,1.001,11,1005635623
pool1ls80gx9sen3qc7s6c7u2ajw6hk8faqanljugcg5tfukp6qscetv,0.734,330174016077,0.979,0,50554519694
pool1lurfk0k0wwx54hlg8a7zp3jtstu57u59aeq7aketl55hknmmtu0,2.914,21862879689307,0.964,17,2042815905723
pool1qadgwr92pgx0yz3u9n63f0s9ugryaud6wxers850z6sfu06y3rg,0.935,307173056893,0.968,1,54411670096
pool1r0sxz0hygfc0266lhdclve6j3cwcwlth6dya6uey65yxjnwm7qc,1.466,496848497611,0.958,0,224546180911
pool1cmaafeyy52ppz62jqmsm20c5p8nua7xx95lkkf96ktmqqj3w5td,3.059,72548376524955,1.002,48,5001074741331
pool1fmcv9p7vv754rwc0p6ud2mgm76vnn0gq0gngrk7rq400vsvhsvs,2.877,30068295720492,0.988,24,80954153296
pool1jx4ss2zjage3cw0wht3450328y82yeprmq4fr3e2qtac2rhezkv,2.886,27517068744868,0.994,20,89140519732
pool1j3ll2032rnaqrrzzq0j3e540d2ga50ze82s9083tnfjyz2a7zdt,0.0,104311076033,0.0,0,10149440445
pool1qkt8xdcvw7yt4mzhjscqkceau4039e0k548veu4fvaz4vrdn0fz,0.0,16506289546,0.0,0,10007433185
pool1w9yeaaadjz9563tf2h7katrlujvxnywda8el8z66h02ckccx95x,1.662,1672459541072,0.91,1,62158228372
pool1dj4l8qma9zzqqzhsawdkvxrs7qyqyv70kn56ywdqqazscvcqvva,1.152,695673211813,0.846,1,51477718900
pool16cnz5x84vfjzxtsdg53zvly3vqumkjpshpl2fe5nmuyl6srx4m8,1.293,604705889774,1.02,0,300296720753
pool1ynxx88cq0y8vg8yrq3jrw6epm7rq9a8859v34sq9lzjy7ztg90u,3.006,55892260619634,0.974,48,3193325773
pool13s6u5zjngelr5uddhqygqqf5tcup0g3ajenma6amy9zuu7e97gm,2.665,336698092961,0.892,0,244664744654
pool16cdtqyk0fvxzfkhjg3esjcuty4tnlpds5lj0lkmqmwdjyzaj7p8,2.318,678402898434,0.891,1,82322026147
pool1e9tp0emvvg9sc4ds9h4nhwk8qpn6869qwnas2qywu9ep2reaaxe,0.6,598992714917,0.989,1,216771315314
pool1dts0h87pntgmsffp6mjtnahfht2dz5zjjeeujhzmtn6wgctcuzd,0.694,340298520151,0.963,1,276506416064
pool1ecvcst7k9eul4ggnljh0jw2s5nc2tyfmyzsx3xg3kmmz6ptgfwj,2.974,16977703222962,0.996,13,1002830191
pool1xj5f7a79lnc9v0gjn00fkf2lyzexngka59tpcew5rrkyqveagpt,0.672,793763829206,0.892,0,207294373608
pool1psr42v6rvv3raeqsg9ru2zy5dp4cchlde8hw9xthrpstx5wz7wk,1.8,694989909932,1.055,0,26008063610
pool1zkuqlvymj4q6y7r20hd8c5tp0ru6emcca7wf34c5dawjukusvzr,2.23,324158030678,0.947,0,40001509443
pool152ns2rs77pscm3mtmnymhwsvq8uglcdc3cvucvsc4jkds5k4te5,1.093,823682086284,0.837,0,32737360219
pool1xlphlhnjvfeh40vcqf9fdewztsj6kyxq6604kaccpv00umjfu0d,2.37,24862864636044,0.951,10,640644372191
pool12rs385dd534g8gtdtmnvlhq63whdvc6vnuzxa5cpx843zdy73qy,3.043,20610479936415,0.986,12,646676292
pool1f297l6rl99h5v56x48j4pgza70ya3lm37yzu0njpcnsljqdd4dl,2.329,386058813601,0.863,0,50000000000
pool1ddghnthymd3duklvx5pfunymqg29xe4vlmy89u2efyjdktn33kz,0.322,245514721138,1.028,1,80653818911
pool1h5jtxde8j86qrnqzj32ugn480u7gw5xw8wqy5d227rl3vfg58qz,0.175,886645722716,0.994,0,133373718143
pool1jg3fmnmc9n52sgzslhhvhye5e3xeqmrwkekdhh82sma47r47zg0,3.18,17514611797762,0.998,12,1002830473
pool14u30jkg45xwd27kmznz43hxy596lvrrpj0wz8w9a9k97kmt4p2d,2.644,20189065340368,0.966,12,36092594123
pool1wyfau3rlkckr3clr4mkyxn9vdlrkup0fj7uyyflfccmms24gm3a,2.426,23546907237552,0.989,18,682722315
pool1fg42yz0qpu5jd0gd3g5xty4mm6jdxkje8szag8h798nyyxw6zd3,2.653,26905205290339,0.988,25,100765516789
pool16w2mssm03rrk5jzkcvxyma77zcxx4vsjhwz77hka33gnsk9j47n,2.145,259548035527,0.93,0,25025651720
pool13zdrhek6m4n947grhrm0772zt09lrm2vzkffsla25e7yq6xqjkg,0.965,164429244239,0.902,0,50648820942
pool12kdg7dmdfh0t9hmy43pvl38ftu5dvppyn86wgkc4jq8557xkyz7,2.188,291980333129,0.944,0,33016123295
pool1kkfkdces5mdcyc9dn2hgg3463jggjvw3h89nejjarkz25uavaqu,3.465,17406907971804,0.982,6,67541733536
pool12g6gfm5c4q7rzwwxdmh0xdxk07tyvujp6d9tke2m46k7q7cz7p0,2.93,66058281522079,0.975,55,16144216642
pool1gztqypddgmycs0fjat62k5f2kt4zjck4l4f2ffrsmagj2w8zkq3,1.744,2061779897260,0.735,2,192062557280
pool1c3ecg6h4m73a2mftmdm9mz3gxklxmnzuwzl9e38lzd4y26qcm8a,2.55,26036802735678,0.95,17,439934653243
pool1tnl3yxmj8848vq6meduhz9n5520a7dwsh05r5gfyvlatj87k3jl,0.872,224650551355,0.945,0,62359962273
pool1sjqkktr2uhgpu2tuy8hsz4eupqpup0r79yy83weu3hk22na5c7w,0.684,243270072878,0.938,0,30004878163
pool18mgmqghey8az6duffc6e9tpzwxsquf00wpkl0jr8gvqxumkg4m0,2.402,288825990644,0.916,0,16587869469
pool1uqgn8wt3qwaextmmurmcjmk3egwsac6sunyqtrssrdeavlgpyr4,0.0,98833139473,1.006,0,78050676141
pool1r5srulgd6gpav0sympqrkt9f4ykl06lh9sgk0p20r54v7759kws,1.393,1056907004250,0.933,1,75816835879
pool1yff3j4xqhmunrccjsdh0u9qxrws7xdqhagjx5lqktklwj67u5s3,0.965,163321271343,0.962,0,43348802468
pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,2.729,49609058397818,0.976,29,22487647040
pool1t8dkgz58qcqlak6nn5l5j4qqwvewwmjx85fxtsykk6w9j2e0ng2,0.988,706156241609,0.912,1,157317672400
pool154sjkrwdu80wp6mnjvkwk55aj53l4v37z4zwulfak74vcxg60x0,0.59,262552623121,0.827,0,76845005605
pool1uj4u73qgtprqre78q75fq2vkcrpfrcdreqcqkvn6u0m2k6nk2yp,2.857,54310592333322,0.951,45,2821788080
pool1zkdaju2rjefa52uh6yh6etsxla0x6aqs6p6wm245y5szk7k3msd,2.002,3620242693504,0.993,4,15378463236
pool1v99msed3jqh4fd2qyzdn0t2qfmh3mv2cnfweatl85mdhz6l0ewc,0.57,444848496473,0.937,1,35798556126
pool18pnta4kfff66kq5shjrdsdr8ce2heu38t6x5nv7hylrcc0hpksk,1.269,1803623404561,0.914,1,1170491861633
pool1uqrecfnsa6pqd2tz60r0lcj4kunhc4rrw8lldrpdvfx9qfjd6n0,0.83,484526088920,1.051,0,66835733207
pool1sx4e8rvx2xdxgkww2fpjtmvrnaftfrtfge29xcn72hh7kch5snf,0.596,406003854697,0.91,1,33243371582
